block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;time_deviation;nb_threads;flops;
246;measure;kernel.c:13-13,kernel.c:131-135;80.54;13.38;;;;;;;;
245;measure;kernel.c:131-131;1.26;0.21;;;;;;;;
242;measure;kernel.c:121-121,kernel.c:131-131;0.69;0.11;;;;;;;;
235;measure;kernel.c:121-121;0.45;0.08;;;;;;;;
239;measure;kernel.c:121-121;0.06;0.01;;;;;;;;
236;measure;kernel.c:121-121;0.03;0;;;;;;;;
243;measure;kernel.c:123-127;0.03;0;;;;;;;;
