function_id;module;function_name;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;time_deviation;nb_threads;cats;label_name;flops;
7;measure;kernel._omp_fn.0;kernel.c:13-13,kernel.c:121-135;88.09;14.24;;;;;;;"100,0,0,0,0,0,0,0,0,0";kernel._omp_fn.0;;
274;libgomp.so.1.0.0;omp_get_num_procs;;5.47;0.89;;;;;;;"0,0,100,0,0,0,0,0,0,0";omp_get_num_procs;;
258;libgomp.so.1.0.0;omp_fulfill_event;;5.32;0.86;;;;;;;"0,0,100,0,0,0,0,0,0,0";omp_fulfill_event;;
241;libgomp.so.1.0.0;GOMP_single_copy_end;;0.56;0.09;;;;;;;"0,0,100,0,0,0,0,0,0,0";GOMP_single_copy_end;;
223;libgomp.so.1.0.0;omp_get_num_threads;;0.15;0.02;;;;;;;"0,0,100,0,0,0,0,0,0,0";omp_get_num_threads;;
216;libgomp.so.1.0.0;GOMP_doacross_ull_wait;;0.15;0.02;;;;;;;"0,0,100,0,0,0,0,0,0,0";GOMP_doacross_ull_wait;;
219;libgomp.so.1.0.0;GOMP_parallel;;0.09;0.01;;;;;;;"0,0,100,0,0,0,0,0,0,0";GOMP_parallel;;
8;measure;kernel;kernel.c:118-121,kernel.c:137-137;0.09;0.01;;;;;;;"100,0,0,0,0,0,0,0,0,0";kernel;;
1;measure;main;stdlib.h:364-364,driver.c:19-20,driver.c:27-28,driver.c:43-59,driver.c:65-71,driver.c:78-128,stdio2.h:105-105,stdio2.h:112-112;0.06;0.01;;;;;;;"100,0,0,0,0,0,0,0,0,0";main;;
