function_id;module;function_name;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;time_deviation;nb_threads;cats;label_name;flops;
274;libgomp.so.1.0.0;omp_get_num_procs;;54.1;0.17;;;;;;;"0,0,100,0,0,0,0,0,0,0";omp_get_num_procs;;
7;measure;kernel._omp_fn.0;kernel.c:13-13,kernel.c:121-135;45.9;0.14;;;;;;;"100,0,0,0,0,0,0,0,0,0";kernel._omp_fn.0;;
