function_id;module;function_name;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;time_deviation;nb_threads;cats;label_name;flops;
274;libgomp.so.1.0.0;omp_get_num_procs;;68.85;0.21;;;;;;;"0,0,100,0,0,0,0,0,0,0";omp_get_num_procs;;
7;measure;kernel._omp_fn.0;kernel.c:13-13,kernel.c:121-135;31.15;0.1;;;;;;;"100,0,0,0,0,0,0,0,0,0";kernel._omp_fn.0;;
