block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;time_deviation;nb_threads;flops;
185;opt3.o;opt3.c:129-133;0.54944920539856;0.064999990165234;;;;;;;;
23;opt3.o;opt3.c:146-148;0.33812260627747;0.03999999165535;;;;;;;;
39;opt3.o;opt3.c:163-165;0.33812257647514;0.03999999165535;;;;;;;;
156;opt3.o;opt3.c:102-102;0.084530651569366;0.0099999979138374;;;;;;;;
142;opt3.o;opt3.c:102-102;0.042265325784683;0.0049999989569187;;;;;;;;
123;opt3.o;opt3.c:63-63;0.042265325784683;0.0049999989569187;;;;;;;;
118;opt3.o;opt3.c:60-63,stdio2.h:105-105;0.042265325784683;0.0049999989569187;;;;;;;;
161;opt3.o;opt3.c:102-102;0.042265325784683;0.0049999989569187;;;;;;;;
