group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
8;SSSSSSSS;SUB,SUB,SUB,SUB,SUB,SUB,SUB,SUB,;14358,14337,14316,14295,14274,14253,14228,14211,;0x1812,0x1827,0x183c,0x1851,0x1866,0x187b,0x1894,0x18a5,;RIP based value;0;Success;64;64;0;155;0;1;
8;LLLLLLLL;MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,;0,0,0,0,0,0,0,0,;0x1805,0x181a,0x182f,0x1844,0x1859,0x186e,0x1883,0x189c,;Success;64;Success;64;64;0;8;0;8;
