loop_id;module;function_name;function_id;source_info;level;inc_time_p;inc_time_s;inc_time_s_min;inc_time_s_avg;inc_time_s_max;inc_cov_deviation;inc_time_deviation;exc_time_p;exc_time_s;exc_time_s_min;exc_time_s_avg;exc_time_s_max;exc_cov_deviation;exc_time_deviation;nb_threads;flops;
8;baseline.o;load_values;11;baseline.c:106-109,baseline.c:116-127,stdio2.h:266-266;Single;0.26111897826195;0.14999997615814;0.14999997615814;0.14999997615814;0.14999997615814;0;0;0.26111897826195;0.14999997615814;0.14999997615814;0.14999997615814;0.14999997615814;0;0;1;;
9;baseline.o;load_positions;12;baseline.c:153-163;Innermost;0.20889516174793;0.11999996751547;0.11999996751547;0.11999996751547;0.11999996751547;0;0;0.20889516174793;0.11999996751547;0.11999996751547;0.11999996751547;0.11999996751547;0;0;1;;
1;baseline.o;main;1;baseline.c:244-246;Innermost;0.026111897081137;0.014999997802079;0.014999996870756;0.014999996870756;0.014999996870756;0;0;0.026111897081137;0.014999997802079;0.014999996870756;0.014999996870756;0.014999996870756;0;0;1;;
3;baseline.o;main;1;baseline.c:226-228;Innermost;0.017407931387424;0.0099999979138374;0.0099999979138374;0.0099999979138374;0.0099999979138374;0;0;0.017407931387424;0.0099999979138374;0.0099999979138374;0.0099999979138374;0.0099999979138374;0;0;1;;
6;baseline.o;generate_random_values;10;baseline.c:59-63,stdio2.h:105-105;Innermost;0.017407931387424;0.0099999979138374;0.0099999979138374;0.0099999979138374;0.0099999979138374;0;0;0.017407931387424;0.0099999979138374;0.0099999979138374;0.0099999979138374;0.0099999979138374;0;0;1;;
10;baseline.o;load_positions;12;baseline.c:152-160,baseline.c:163-163;Outermost;0.21759912371635;0.1249999627471;0.1249999627471;0.1249999627471;0.1249999627471;0;0;0.0087039656937122;0.0049999989569187;0.0049999989569187;0.0049999989569187;0.0049999989569187;0;0;1;;
