node;proc_name;architecture_code;uarchitecture_code;architecture;uarchitecture;cpui_model_name;cpui_cache_size;cpui_cpu_cores;max_frequency;cur_frequency;driver_frequency;scaling_governor;huge_pages;os_version;pids;
merry;AMD_fam19h_mod44h;2;38;x86_64;ZEN_V3;AMD Ryzen 7 6800H with Radeon Graphics;512 KB;8;4784375;2304802;acpi-cpufreq;performance;madvise;Linux 5.15.0-126-generic #136-Ubuntu SMP Wed Nov 6 10:38:22 UTC 2024;33642;
